ID,SequenceID,WellPosition,ScanPosition,Tag,RLU,RLU(RQ),Timestamp(ms)
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:21,,,1180,ValidSlopeSaturation,4139788
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:22,,,1530,ValidSlopeSaturation,4140277
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:23,,,1420,ValidSlopeSaturation,4140755
26e58645-ceeb-4412-a02e-407ca82df1b3,0,H:24,,,1510,ValidSlopeSaturation,4141241
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:1,,,1580,ValidSlopeSaturation,4143083
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:2,,,1660,ValidSlopeSaturation,4143574
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:3,,,1640,ValidSlopeSaturation,4144067
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:4,,,1860,ValidSlopeSaturation,4144547
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:5,,,1650,ValidSlopeSaturation,4145025
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:6,,,1490,ValidSlopeSaturation,4145515
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:7,,,1440,ValidSlopeSaturation,4145994
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:8,,,1450,ValidSlopeSaturation,4146485
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:9,,,1130,ValidSlopeSaturation,4146967
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:10,,,1160,ValidSlopeSaturation,4147450
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:11,,,1240,ValidSlopeSaturation,4147944
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:12,,,1110,ValidSlopeSaturation,4148435
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:13,,,1590,ValidSlopeSaturation,4148930
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:14,,,1540,ValidSlopeSaturation,4149408
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:15,,,1260,ValidSlopeSaturation,4149896
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:16,,,1380,ValidSlopeSaturation,4150389
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:17,,,1420,ValidSlopeSaturation,4150880
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:18,,,1330,ValidSlopeSaturation,4151357
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:19,,,1450,ValidSlopeSaturation,4151850
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:20,,,1230,ValidSlopeSaturation,4152333
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:21,,,1480,ValidSlopeSaturation,4152821
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:22,,,1290,ValidSlopeSaturation,4153300
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:23,,,1420,ValidSlopeSaturation,4153791
26e58645-ceeb-4412-a02e-407ca82df1b3,0,I:24,,,1670,ValidSlopeSaturation,4154268
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:1,,,1520,ValidSlopeSaturation,4156107
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:2,,,1490,ValidSlopeSaturation,4156659
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:3,,,1710,ValidSlopeSaturation,4157143
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:4,,,1660,ValidSlopeSaturation,4157631
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:5,,,1680,ValidSlopeSaturation,4158118
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:6,,,1510,ValidSlopeSaturation,4158607
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:7,,,1400,ValidSlopeSaturation,4159095
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:8,,,1330,ValidSlopeSaturation,4159571
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:9,,,1290,ValidSlopeSaturation,4160062
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:10,,,1320,ValidSlopeSaturation,4160552
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:11,,,1340,ValidSlopeSaturation,4161038
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:12,,,1210,ValidSlopeSaturation,4161523
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:13,,,1310,ValidSlopeSaturation,4162007
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:14,,,1360,ValidSlopeSaturation,4162487
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:15,,,1290,ValidSlopeSaturation,4162974
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:16,,,1200,ValidSlopeSaturation,4163460
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:17,,,1220,ValidSlopeSaturation,4163950
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:18,,,1510,ValidSlopeSaturation,4164440
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:19,,,1390,ValidSlopeSaturation,4164922
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:20,,,1380,ValidSlopeSaturation,4165410
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:21,,,1430,ValidSlopeSaturation,4165890
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:22,,,1310,ValidSlopeSaturation,4166371
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:23,,,1470,ValidSlopeSaturation,4166856
26e58645-ceeb-4412-a02e-407ca82df1b3,0,J:24,,,1420,ValidSlopeSaturation,4167347
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:1,,,1300,ValidSlopeSaturation,4169186
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:2,,,1470,ValidSlopeSaturation,4169667
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:3,,,1730,ValidSlopeSaturation,4170147
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:4,,,1930,ValidSlopeSaturation,4170630
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:5,,,1490,ValidSlopeSaturation,4171125
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:6,,,1430,ValidSlopeSaturation,4171610
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:7,,,1490,ValidSlopeSaturation,4172102
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:8,,,1330,ValidSlopeSaturation,4172589
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:9,,,1300,ValidSlopeSaturation,4173085
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:10,,,1170,ValidSlopeSaturation,4173573
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:11,,,1400,ValidSlopeSaturation,4174060
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:12,,,1180,ValidSlopeSaturation,4174548
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:13,,,1270,ValidSlopeSaturation,4175041
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:14,,,1560,ValidSlopeSaturation,4175520
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:15,,,1550,ValidSlopeSaturation,4176007
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:16,,,1260,ValidSlopeSaturation,4176486
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:17,,,1230,ValidSlopeSaturation,4176982
26e58645-ceeb-4412-a02e-407ca82df1b3,0,K:18,,,1420,ValidSlopeSaturation,4177471
